Words,Translation
IZ: 黒田さんのパンは何がすごいの？ TR: 硬いらしいよ,IZ: What's so special about Kuroda-san's bread? TR: They say it's hard!
TR: 日本のパンは柔らかいのが多いじゃん？,"TR: Most breads in Japan are soft, right?"
TR: 黒田さんのパンはフランス式,TR: Kuroda-san's bread is French style
TR: フランスで学んだんだって,TR: He learned it in France.
TR: うん 硬い IZ: フランス感じる？,"TR: Yeah, it's hard IZ: You feel France?"
TR: うまいよ(笑),TR: It's good (laughs)
IZ: トリがドローンマスターになっています,IZ: Tori is becoming a drone master!
TR: イズミ疲れてない？ IZ: ちょっと疲れた(笑),"TR: Izumi, are you tired? I'm a little tired (laughs)"
TR: この奥さんは疲れるよね... IZ: いやペーパードライバーの俺のせいだよ...(笑),"TR: This wife must be exhausting... IZ: No, it's my fault, I'm a paper driver... (laughs)"
TR: もはやペーパーじゃない IZ: そう？,TR: I'm not a paper driver any more IZ: Really?
IZ: 大きいドローン買っちゃえば？免許とって,IZ: Why don't you buy a big drone? Get your license.
TR: 高いよ？ IZ: 良いじゃん 別に,TR: It's expensive. I don't mind.
TR: 欲しいけど 20-30万くらいすると思う IZ: そんなにするの？,"I'd like to, but I think it'll cost 200-300k IZ: That much?"
IZ: 日本一でかいクスノキがあるらしいので行ってみます,"I hear there's the biggest camphor tree in Japan, so I'll go there."
TR: 全部大きいからどれなのかわからないね(笑),"TR: They're all so big, I can't tell which one it is."
"IZ: 多分ベスト3が入ってるんだよ(笑) ""1,2,3位で集めました！""みたいな...",TR: I don't know which one it is. Like that...
IZ: あ！あれっぽくない？ この真ん中の,IZ: Oh! Doesn't it look like that? This one in the middle.
IZ: どう見てもポテンシャルが...,IZ: It looks like it has potential...
"IZ: ""伸びまーす""みたいな感じが...","IZ: It's like, ""I'm going to grow..."""
IZ: いや わからない...,I don't know...
IZ: あ！もっと奥にヤバいのがあった！ ヤバい！デカい！,"IZ: Oh! There's a bad one further in! Oh, no! It's huge!"
IZ: 何あれ？ デカい...,IZ: What is that? It's huge.
IZ: 想像の2倍ぐらいでかかった...,IZ: It was twice as big as I imagined...
TR: 気持ち悪い... IZ: 気持ち悪いっていうな(笑),TR: Disgusting... IZ: Don't call me creepy.
TR: AKIRAっぽい(笑),TR: It's like AKIRA.
IZ: 多分カメラじゃ伝わらない大きさ...,I think it's too big for the camera...
IZ: デカすぎてヤバい...,IZ: It's too big...
IZ: フレームに収まってないもん,IZ: It doesn't even fit in the frame!
IZ: 樹齢1500年ですね,IZ: The tree is 1500 years old!
IZ: 根の周りが32メートルぐらい TR: そんなにあるの？,IZ: The circumference of the roots is about 32 meters TR: Is it that big?
IZ: 日本夏っぽく... かき氷に...,IZ: Like Japanese summer... Shaved ice and...
IZ: ノンアルコールカクテルをね... 最近もこればっかやね,Non-alcoholic cocktails... I've been doing this a lot lately.
TR: 酒を飲まなくても良いということがわかったね,TR: It turns out you don't need to drink.
IZ: 酒タバコ要らない...,I don't need to drink or smoke...
TR: 年とったね,TR: You're getting old.
IZ: 似合うね...,IZ: You look good...
IZ: cheersしようか,IZ: Let's cheers.
お疲れ様でした,Thank you for your time.
美味しい 天才,"Delicious, genius."
帰りますか 帰りましょう 帰りたくないけどね...,"Let's go home. Let's go home. I don't want to go home, but..."
のんびりできたね 2日間,"I don't want to go home, but we had a nice, relaxing couple of days."
気持ちよかった... 名残惜しいね...,It felt good... I'll miss it.
行きましょうか,Shall we go?
いちご,Strawberry.
こんちゃっす、どうもねこてんだよ,"Hi, I'm Nekoten."
最近私よくInstagramをよく見るんですけど,I've been looking at Instagram a lot lately.
なんかすっごいんですよ,There's something amazing about it.
すっごい種類の多い夜ご飯とか,There are so many different kinds of dinner.
パフェとか,And parfaits.
すごいんですよ、とりあえず,"It's amazing, anyway."
アイスクリームとか,like ice cream.
っていうことで今回はですね…,"So, this time..."
最近指パッチンちゃんと鳴るようになったんですよね,I'm going to make a fruit sandwich.
フルーツサンドを作っていくよ,I'm going to make a fruit sandwich.
ま、パンに生クリームとフルーツ挟むだけみたいな,I'm going to make a fruit sandwich with fresh cream and fruit on bread.
作っていこうと思います,I'm going to make it.
はーい、ということでねー…,"Okay, so..."
オレンジの皮を剥くところが撮れてませんでした～,I didn't get a shot of you peeling the orange.
申し訳ないです,I apologize for that.
途中からですが、ミカンの皮を削っているところをご覧ください,Here's a shot of me shaving the peel off a tangerine.
これくらいでいいのかな～,I wonder if this is good enough...
結構、白い所が残ってしまったんですけども,"There were quite a few white spots left, though."
ま、これくらいで良いでしょうということで,"Well, I guess this is good enough."
どうやって切ればいいんだろ,How should I cut it?
まず横に切ってみます,"First, let's cut it horizontally."
い～～よいしょ,Here we go!
見てください！,Look at this!
この断面がね、可愛いと話題なんですよ、たぶん,"This cross-section is popular for its cuteness, I think."
挟みやすい大きさに…,Make it easy to insert...
でも厚い方がおいしい気がするんですよ,But I think the thicker the better.
これくらいかな？,About this thick?
で…こう切ると,And if you cut it like this...
次はいちごですね,"Next, strawberries."
こうヘタを取って…,Remove the stems.
ヘタの部分を…,Cut the stems...
こうやって切ると,And cut it like this.
えー、もったいない、食べよ,"Oh, what a waste. Let's eat it."
おいしい,Delicious!
ちなみに今日買ってきたいちごはねー,"By the way, the strawberries I bought today..."
身が小さかったんですけど,The strawberries I bought today were small in size.
身がデカいと態度もデカいし値段も高いわけなんですよ,"But the bigger the body, the bigger the attitude and the higher the price."
なんでねー、この小ぶりのいちごを買ってきました,So I bought these small strawberries.
確かね、とちおとめだった気がする,I think they were Tochiotome.
こんな感じで、フルーツが準備できました～,The fruit is ready like this.
そしたら生クリームをね、泡立てます,"Then, whip up the cream."
私のお家にはですね、泡だて器しかないんで,"In my house, we only have a whisk."
泡だて器で頑張って…,I'll do my best with a whisk...
いきます,Here we go.
今日使うのは純生クリームなんですけど,"Today, I'm using pure whipped cream."
もうね、最近気づいてしまったんですよ,I've recently realized something.
生クリームは高ければ高い程うまいってことに気づいちゃって,"I realized that the more expensive the cream, the better it is."
これは豆乳じゃなくて生クリームだけど投入！,"This is not soy milk, but whipped cream."
これ…半分くらいにしときましょうかね,I think I'll cut it in half.
お砂糖を…,Sugar...
投入！,Put it in!
私は甘めが好きなんで結構入れます,"I like it sweet, so I add a lot."
はい,Okay.
適当に砂糖…,Just a little sugar...
ヤベ、入れ過ぎた,"Oh, no, I put too much."
ヤベ…,"Oh, no..."
ちょっと砂糖入れ過ぎてザラザラになっちゃった,"I put in a little too much sugar, it's a little rough."
はい、こんな感じで…,"Okay, like this..."
ツノが立つくらいになったら…,When it becomes horn-like...
パンに挟んでいきます,I'll put it in the bread.
ふんわりパンを使っていきたいと思いま～す,I'm going to use fluffy bread.
でね！,And!
ちょうどね、買っておいたこちらの,I just bought this cream cheese ice cream.
クリームチーズアイスもなんか使えるんじゃねえかっていうこのひらめき？,I just had a flash of inspiration that this cream cheese ice cream I bought could be used in some way.
頭のひらめき天才的ぃ！,What a genius brainstorm!
生クリーム代わりにこれを使って,I'll use this instead of whipped cream.
