Sentence,Translation
・なんだか嫌な予感がする。,I have a bad feeling about this.
・演奏が終わるか終わらないかのうちに、観客は拍手をした。,"As soon as the performance was over, the audience clapped their hands."
・今度、娘の誕生日なんだけど、何が欲しいんだろう。,"It's my daughter's birthday, but I wonder what she wants."
・大きかれ小さかれ、誰にだって夢はある。,"Everyone has a dream, big or small."
・高いお金を払って入会した以上、必ず成果を出してみせる。,"I have paid a lot of money to join this program, so I will definitely make a difference."
・後でトムさんが来るから、部屋を掃除しておきます。,I'm going to clean my room because Mr. Tom is coming later.
・なんだかやる気がなくて、授業をサボってしまった。,I skipped class because I felt unmotivated.
・田中さんは育児のかたわらで始めたインターネットビジネスが成功し、お金持ちになった。,"Ms. Tanaka started an Internet business while raising her children, which became a success and made her rich."
・約束した以上、きちんと守ってもらわないと困ります。,"I have made a promise, and I need you to keep it."
・友達にDVDを借りたまま、まだ返していません。,I borrowed a DVD from a friend and haven't returned it yet.
・テレビは１日に２時間までしか見ないようにしています。,I try to watch only two hours of TV a day.
・先生、いくら考えてもわからないので、教えていただけませんか。,"Sir, I can't figure it out no matter how much I think about it, so can you please tell me?"
・今日はどこにも行きたくないです。,I don't want to go anywhere today.
・修理に１万円もかかるくらいなら、新しいのを買うよ。,"I'd rather buy a new one than spend 10,000 yen to repair it."
・来週のイベントは中止することになりました。,We have decided to cancel next week's event.
・明日も授業があるんだから、夜遅くまでゲームしないほうがいいですよ。,"Don't play games until late at night, because you have class tomorrow."
・買い物しすぎて、お金がなくなりました。,I've done too much shopping and I'm out of money.
・残念なことに、楽しみにしていたコンサートが雨で中止になってしまった。,"Unfortunately, the concert I was looking forward to was cancelled due to rain."
・ちょっとミスしたくらいで、そんなに気にすることはないよ。,You don't have to be so upset about a little mistake.
・肉じゃがってどうやって作るの？,How do you make meat and potatoes?
・君、本当にいい声してるね。,You have a really nice voice.
・周りの態度からすると、あの人が有名人ではないでしょうか。,"From the attitude of the people around me, I think that person is a celebrity."
・今夜の飲み会に行けるかどうかまだわかりません。,I still don't know if I can go to the drinking party tonight.
