Script.EP2,Meaning.EP2,Script.EP3,Meaning.EP3,Script.EP4,Meaning.EP4,Script.EP5,Meaning.EP5,Script.EP6,Meaning.EP6,Script.EP7,Meaning.EP7,Script.EP8,Meaning.EP8,Script.EP9,Meaning.EP9,Script.EP10,Meaning.EP10,Script.EP11,Meaning.EP11,Script.EP12,Meaning.EP12
あれ、これどうやって開けるの？,"Oh, my God. How do I open this?",富士山尽くしやな,Fuji.,ここにしよう,I'll take this one.,グスン,Boom!,うん,Yes.,さっぱりだけど、ほんのり一味がきいてておいしいね,"It's refreshing, but with a hint of spice.",いいんですか？,Are you sure?,なあ、あおいちゃん、ポテチ買うて来て、なあなあ,"Hey, Aoi-chan, go buy some potato chips.",覚悟あるか？うちは甘くないぞ,Are you ready for this? Are you ready for this? We're not naive.,ていうか、なでしこはどこまでいったんだ？,"So, where did Nadeshiko go?",おはようございます,Good morning.
騙された,I got suckered.,そんなに好きなら登ってみたらええんやない？,"If you like it so much, why don't you try climbing it?",なんかいいな、ここ、落ち着く,"I like this place, it's relaxing.",そうだ、りんちゃん今どうしているかな,I wonder how Rin-chan is doing now.,予定とは少しずれたけど、肉はこんなものかな,"We're a little off schedule, but I guess this is what we'll get.",鍋にはハイボールが合うんだ,Highball goes well with nabe.,ガスで手軽に使えるし,It's gas and easy to use.,買い物しにスーパー行くんちゃうで,I'm not going to the grocery store.,覚悟あるか？,Are you ready for this?,おお、これ月明かりでも楽に設営できるっていういいテントじゃん,"Oh, this is a nice tent, easy to set up even in the moonlight.",さ、どうぞ,Here you go.
でかい顔だ,Big face.,そんなそんな、私が富士山に登るなんて,I can't believe I'm going to climb Mt.,せっかくだから、お昼食べてこっかな,"Since we're here, let's go have lunch.",りんちゃん、まだ起きている？,"Rin-chan, are you still awake?",なでしこ、タレは何味に？,"Nadeshiko, what flavor sauce do you want?",塩ダレ豚串も旨いな,The salted pork skewers are also delicious.,人気の商品なんですよ,It's a popular product.,終わったら連絡するってよ,He'll call you when he's done.,おす！,Are you ready?,この椅子、むっちゃ軽くて、小さなるやつや,"This chair is so light, it's so small!",お代わりたくさんあるからね,There's plenty more where that came from.
熊だ,It's a bear.,遠くから見ているだけで満足なんだよ,I'm content to watch it from afar.,ボルシチ１３００円,"Borscht, 1,300 yen.",ねてる,I'm sleeping.,揚げたてですよ,It's freshly fried.,高校生って言ってたけど、もしかして、本栖高校の生徒だったりして,"You said you were a high school student, but maybe you're a student at Motosu High School?",レトロでかわいいでしょう,Isn't it cute and retro?,そうだ！お見舞い持ってきたんだった,That's right! I brought you a sympathy gift.,では、早速クリキャン作戦会議を始めるぞ,I don't know...,登山とかで使う焜炉も持ってんだね,I see you have a gas burner for climbing.,いただきます,Bon appétit.
よしよしこのかわいい犬どもめ,"All right, all right, all right, you cute dogs.",片思い少女やね,A girl with a crush.,ふもとキャンプ場では2000円の利用料に怯み、,"At the Fumoto Campground, I was intimidated by the 2,000 yen fee.",そっちはどんな感じなの？,How are you feeling over there?,できたて惣菜トラップ,Freshly made deli trap.,それじゃ,All right then.,ゆらゆらした火が小さい焚き火みたいだ,The flickering fire looks like a small bonfire.,ほれ,Here you go.,おおお！,Oh!,いいなー,I like it.,味噌汁温まるね,Miso soup warms me.
えっと...あっちは食堂,Well... That's the diner.,富士富士うるさいから、お前今日からフジコな,Fuji... you'll be Fujiko from now on.,薪代をケチった私だけど、今はバイト代が入ったばかり、金はあるんや,"I was scared of the 2,000 yen fee at the base campground, so I skimped on the firewood, but now I've just gotten my part-time job, so I've got money!",超寒くて芋虫になっている,"It's so cold, I'm turning into a caterpillar.",いやー、揚げたてメンチがおいしそうでつい,I just couldn't resist the freshly fried menchi.,いただきます,Bon appétit!,お一ついかがですか？,Would you like one?,ほうとうだ！,Houtou!,キャンプの日取りは24－25日、場所は富士山周辺って事だけ決まっておりますが,"We've already decided on a camping date of the 24th and 25th, and a location around Mt.",なでしこちゃんだ,Nadeshiko-chan!,染み渡るなあ,It soaks in.
ああ,Oh.,フジコ！いいですよ,Fujiko! It's okay.,ボルシチセット、ドリンクはキャラメルマキアートで,"Borscht set, caramel macchiato for the drink.",私も今芋虫だよー,I'm a caterpillar too!,私、プチ鍋も作ろうと思うんだけど、嫌いな食べ物ってある？,I'm going to make a petit hot pot. Is there anything you don't like?,ジャンバラヤおいしい,Jambalaya is delicious!,さお金を貯めてまた来ます,I'll save my money and come back.,おめえ、食ったことねーって言ってたろ？,You said you've never eaten it before.,前にあきが下見したとこでええんちゃう？,Fuji. I think we can go to the place Akiko checked out before.,待ってよ、ちくわ,"Wait, Chikuwa!",うまっ、これ昨日のお肉？,"Wow, is this yesterday's meat?"
ライオンか？ライオンなのか？,Is that a lion? Is it a lion?,いいのかよええんかい,It's okay?,ありがとうございます、ごゆっくりどうぞ,Thank you very much. Enjoy your meal.,冬用シュラフ暖かいんだね,"Your winter sleeping bag is warm, isn't it?",貝類とか苦手かな,I'm not good with shellfish.,お肉もおいしいよ,The meat is delicious too.,そうですか,"Oh, I see.",全快したら母ちゃんにでも作ってもらいな,"When you get well, ask your mother to make it for you.",まあ、冬は閉まってるんだって,"Well, they're closed in the winter.",ソーセージ奪われとる,They took the sausage.,うん、割り下としょうがで大和煮にしてみました,Yes. I made it into Yamato-ni with warishita and ginger.
抜群のシャッターポイントできれいな逆さ富士が撮れます,It's a beautiful upside-down Fuji with an excellent shutter point.,,,ごゆっくりどうぞ,Take your time.,カイロ足元に入れるともっと暖かいよ,It's even warmer if you put a cocoon under your feet.,そっかそっか,"Oh, I see.",うまそうに食うな,It looks so good.,あの、せめてお店の写真撮ってもいいですか？,Can I at least take a picture of your store?,あきちゃんの作ったほうとうが食べてみたいな,I'd like to try Houtou made by Aki-chan.,結構そういうとこ多いらしいまあ、冬は閉まってるんだって,I heard that many places are closed in winter.,なんか増えてるし,There's more of them.,鮭と玄米合うなあ,Salmon and brown rice go well together.
さて私も起きますか,"Well, I better get up too.",,,いただきます,Bon appétit.,ホント？やってみるよ,Really? I'll try it.,じゃ、魚と野菜で何か作るよ,I'll make something with fish and vegetables.,お肉適当に焼いてってね,Grill the meat as you like.,ご自由にどうぞ,Feel free.,梨っ子あきちゃんが作る本場のほうとう楽しみだなー,"I'm looking forward to the authentic Hoto made by Aki-chan, the pearl girl.",結構そういうとこ多いらしい,I heard a lot of places are like that.,楽しそう,Looks like fun.,斎藤さん、よく眠れた？,"Saito-san, did you sleep well?"
ちくわ、おいで,"Chikuwa, come here.",,,冷えた体にしみわたる,It's soothing to my cold body.,カイロ、カイロ,"Cairo, Cairo.",ありがとうございました,Thank you very much.,わかりました,I will.,大きなテントだね,That's a big tent.,あんま期待すんな,Don't get your hopes up.,隊長、おやつはいくらまで・・・？,"Captain, how much is the snack limit...?",じゃ、これでうちらも参加しちゃうか？,"So, are we going to join in now?",うん起こされなかったら昼まで寝てたかも,"If you hadn't woken me up, I might have slept until noon."
おぬしもそこがよかですか,You want to be there?,,,そうだ、あいつにお土産買っていくか,"Oh, I should buy him a souvenir.",そういえば温泉行ったら、潰れてた,"By the way, I went to the hot spring, but it was closed.",あれ、あおいちゃん！,"Hey, Aoi!",タラにさっぱり昆布つゆ、合うなあ、しみる,Codfish and kelp sauce go well together.,ファミリー用のええやつやな,It's a nice one for families.,まあいいか、裏に作り方書いてあるし,"Don't worry, there's a recipe on the back.",好きなだけ持ってきてよし隊長、おやつはいくらまで・・・？,You can bring as many snacks as you like.,ごめんね、荷物も手伝ってもらっちゃって,I'm sorry you had to help me pack.,私寒くて途中かいろ追加したわ,I was so cold I had to add a cloak.
散歩！,A walk!,,,うんにゃ、食べ物の方が喜びそうだな,"Yeah, I think he'll be more interested in food.",明日は絶対温泉入る！,I'm definitely going to the spa tomorrow!,いらっしゃいませ,Welcome.,本当はポン酢があるともっとおいしいんだけど,It's even better with ponzu.,うちらの９８０円テントとは大違いだぜ,It's a far cry from our 980 yen tent.,それ通りつくれば大丈夫だろう,Just follow the instructions and you'll be fine.,好きなだけ持ってきてよし,How many snacks can I bring?,いいってことよ,That's okay.,日が出てるくよ,The sun is shining.
元気元気、現金な奴だ,He's a cash cow.,,,ボルシチー！おいしそう！,Borscht! Looks delicious!,超入る！,Super!,ここでバイトしてたんだ,I've been working here.,忘れちゃって,But I forgot.,非常に快適だな,It's very comfortable.,とりあえず、切って煮ってみるか,Let's just cut it up and boil it.,えー、キャンプ場はこれから決めていくこととして,"Well, we'll decide on the campsite from now on.",クッキーもらってもうたな,I got some cookies.,眩しい,It's so bright.
ああ絶好のお散歩日和じゃん,It's a perfect day for a walk.,,,リンちゃんは今日どこ行っているの？,"Where are you going today, Lin?",超頑張ってね！りんちゃん！,Work super hard! Rin!,先週からな,Since last week.,いや、十分うまい,"No, it's good enough!",ブランケットと枕持ってきてくれ,"Bring me a blanket and a pillow, will you?",ただいま,I'm home.,犬山君持ってく物の説明よろしく,"Inuyama, please explain what to bring.",手作りだってね,They're homemade.,眩しいね,It's so bright.
